ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
123537,23-035,Kan-Equip - Ottawa Remodel and Addition - PEMB,"3313 Nebraska Terrace, Ottawa, KS 66067, USA","{""location"":{""lat"":38.6239956,""lng"":-95.22006119999999},""viewport"":{""east"":-95.2187145697085,""north"":38.6251879302915,""south"":38.6224899697085,""west"":-95.2214125302915}}","{""Street1"":""3313 Nebraska Terrace"",""Street2"":null,""City"":""Ottawa"",""State"":""KS"",""Zip"":""66067-8873"",""Country"":""USA"",""GooglePlaceID"":""ChIJj7jqF_lRv4cRRXVtglYtsVw"",""CityStateString"":""Ottawa, KS"",""Address_HTML"":""<span class=\""street-address\"">3313 Nebraska Terrace</span>, <span class=\""locality\"">Ottawa</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66067-8873</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3313 Nebraska Terrace, Ottawa, KS 66067, USA"",""Address_Vicinity"":""Ottawa"",""DistanceToHME"":""{\""DistanceMeters\"":88874,\""DistanceMiles\"":55.223880597014926,\""DistanceText\"":\""55.2 mi\"",\""DurationDays\"":0.11586805555555556,\""DurationMinutes\"":55.61666666666667,\""DurationSeconds\"":3337,\""DurationText\"":\""56 mins\"",\""TransitDurationText\"":\""58 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.6239956,\""lng\"":-95.22006119999999},\""viewport\"":{\""east\"":-95.2187145697085,\""north\"":38.6251879302915,\""south\"":38.6224899697085,\""west\"":-95.2214125302915}}""}"
123554,23-037,TFI SHUTTLE WAGON 420 FRAMES (16),"300 SW Jackson St, Topeka, KS 66603, USA","{""location"":{""lat"":39.0559366,""lng"":-95.6726752},""viewport"":{""east"":-95.6715108697085,""north"":39.05733298029151,""south"":39.05463501970851,""west"":-95.6742088302915}}","{""Street1"":""300 SW Jackson St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66603-3326"",""Country"":""USA"",""GooglePlaceID"":""ChIJ1zYhgwkDv4cRf8W96Y5PM_g"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">300 SW Jackson St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66603-3326</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""300 SW Jackson St, Topeka, KS 66603, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":7475,\""DistanceMiles\"":4.644761206457305,\""DistanceText\"":\""4.6 mi\"",\""DurationDays\"":0.020798611111111108,\""DurationMinutes\"":9.983333333333333,\""DurationSeconds\"":599,\""DurationText\"":\""10 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0559366,\""lng\"":-95.6726752},\""viewport\"":{\""east\"":-95.6715108697085,\""north\"":39.05733298029151,\""south\"":39.05463501970851,\""west\"":-95.6742088302915}}""}"
123560,23-038,Advent Health Hospital - Lenexa,"16950 W 86th St, Lenexa, KS 66214, USA","{""location"":{""lat"":38.9735644,""lng"":-94.7130785},""viewport"":{""east"":-94.71172951970848,""north"":38.9749133802915,""south"":38.9722154197085,""west"":-94.7144274802915}}","{""Street1"":""16950 W 86th St"",""Street2"":null,""City"":""Lenexa"",""State"":""KS"",""Zip"":""66214"",""Country"":""USA"",""GooglePlaceID"":""EiYxNjk1MCBXIDg2dGggU3QsIExlbmV4YSwgS1MgNjYyMTQsIFVTQSIyEjAKFAoSCWfi_9VY68CHEZYNO4KC-QTSELaEASoUChIJk1VP1V7rwIcRAwaV-8DLmLc"",""CityStateString"":""Lenexa, KS"",""Address_HTML"":""<span class=\""street-address\"">16950 W 86th St</span>, <span class=\""locality\"">Lenexa</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66214</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""16950 W 86th St, Lenexa, KS 66214, USA"",""Address_Vicinity"":""Lenexa"",""DistanceToHME"":""{\""DistanceMeters\"":105012,\""DistanceMiles\"":65.2515938210695,\""DistanceText\"":\""65.3 mi\"",\""DurationDays\"":0.13256944444444443,\""DurationMinutes\"":63.63333333333333,\""DurationSeconds\"":3818,\""DurationText\"":\""1 hour 4 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9735644,\""lng\"":-94.7130785},\""viewport\"":{\""east\"":-94.71172951970848,\""north\"":38.9749133802915,\""south\"":38.9722154197085,\""west\"":-94.7144274802915}}""}"
123562,23-039,HME ERECTION 23-033 WASHBURN RURAL HIGH SCHOOL ADDITION,"5900 SW 61st St, Topeka, KS 66619, USA","{""location"":{""lat"":38.9573715,""lng"":-95.75978289999999},""viewport"":{""east"":-95.75783786970848,""north"":38.9590219802915,""south"":38.9563240197085,""west"":-95.7605358302915}}","{""Street1"":""5900 SW 61st St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66619-9404"",""Country"":""USA"",""GooglePlaceID"":""ChIJOQyhqEXivocR6qgbEaqpjss"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">5900 SW 61st St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66619-9404</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5900 SW 61st St, Topeka, KS 66619, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":23335,\""DistanceMiles\"":14.499732809723241,\""DistanceText\"":\""14.5 mi\"",\""DurationDays\"":0.042881944444444445,\""DurationMinutes\"":20.583333333333332,\""DurationSeconds\"":1235,\""DurationText\"":\""21 mins\"",\""TransitDurationText\"":\""20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9573715,\""lng\"":-95.75978289999999},\""viewport\"":{\""east\"":-95.75783786970848,\""north\"":38.9590219802915,\""south\"":38.9563240197085,\""west\"":-95.7605358302915}}""}"
123589,23-041,Boeing Paint Facility,"6161 Aviation Dr, St. Louis, MO 63134, USA","{""location"":{""lat"":38.75046899999999,""lng"":-90.352249},""viewport"":{""east"":-90.35070046970849,""north"":38.7518157802915,""south"":38.7491178197085,""west"":-90.35339843029149}}","{""Street1"":""6161 Aviation Dr"",""Street2"":null,""City"":""St. Louis"",""State"":""MO"",""Zip"":""63134-2019"",""Country"":""USA"",""GooglePlaceID"":""ChIJF7U9wZY234cRvUIbqylAnno"",""CityStateString"":""St. Louis, MO"",""Address_HTML"":""<span class=\""street-address\"">6161 Aviation Dr</span>, <span class=\""locality\"">St. Louis</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">63134-2019</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""6161 Aviation Dr, St. Louis, MO 63134, USA"",""Address_Vicinity"":""St. Louis"",""DistanceToHME"":""{\""DistanceMeters\"":491144,\""DistanceMiles\"":305.1834913691327,\""DistanceText\"":\""305 mi\"",\""DurationDays\"":0.5689583333333333,\""DurationMinutes\"":273.1,\""DurationSeconds\"":16386,\""DurationText\"":\""4 hours 33 mins\"",\""TransitDurationText\"":\""4 hours, 34 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.75046899999999,\""lng\"":-90.352249},\""viewport\"":{\""east\"":-90.35070046970849,\""north\"":38.7518157802915,\""south\"":38.7491178197085,\""west\"":-90.35339843029149}}""}"
123619,23-042,Michelin Mfg Plant Expansion,"2925 Industrial St, Junction City, KS 66441, USA","{""location"":{""lat"":38.9962318,""lng"":-96.8664289},""viewport"":{""east"":-96.8656531,""north"":38.99734253029149,""south"":38.9946445697085,""west"":-96.86875630000003}}","{""Street1"":""2925 Industrial St"",""Street2"":null,""City"":""Junction City"",""State"":""KS"",""Zip"":""66441-8519"",""Country"":""USA"",""GooglePlaceID"":""ChIJvYLB2uJOvIcRxlVXy2RIkNo"",""CityStateString"":""Junction City, KS"",""Address_HTML"":""<span class=\""street-address\"">2925 Industrial St</span>, <span class=\""locality\"">Junction City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66441-8519</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2925 Industrial St, Junction City, KS 66441, USA"",""Address_Vicinity"":""Junction City"",""DistanceToHME"":""{\""DistanceMeters\"":110002,\""DistanceMiles\"":68.35224377695205,\""DistanceText\"":\""68.4 mi\"",\""DurationDays\"":0.12753472222222223,\""DurationMinutes\"":61.21666666666667,\""DurationSeconds\"":3673,\""DurationText\"":\""1 hour 1 min\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9962318,\""lng\"":-96.8664289},\""viewport\"":{\""east\"":-96.8656531,\""north\"":38.99734253029149,\""south\"":38.9946445697085,\""west\"":-96.86875630000003}}""}"
123638,23-043,Chris Meier 60x80 Shop - PEMB,"Topeka, KS, USA","{""location"":{""lat"":39.0473451,""lng"":-95.67515759999999},""viewport"":{""east"":-95.60379898948277,""north"":39.10926503429702,""south"":38.91684399033684,""west"":-95.81226304754878}}","{""Street1"":null,""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJKXrs2uQCv4cR8KfjatDnK74"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Topeka, KS, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":8578,\""DistanceMiles\"":5.330135334982042,\""DistanceText\"":\""5.3 mi\"",\""DurationDays\"":0.0259375,\""DurationMinutes\"":12.45,\""DurationSeconds\"":747,\""DurationText\"":\""12 mins\"",\""TransitDurationText\"":\""15 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0473451,\""lng\"":-95.67515759999999},\""viewport\"":{\""east\"":-95.60379898948277,\""north\"":39.10926503429702,\""south\"":38.91684399033684,\""west\"":-95.81226304754878}}""}"
123679,23-044,HME ERECTION 23-042 MICHELIN MFG PLANT EXPANSION,"2925 Industrial St, Junction City, KS 66441, USA","{""location"":{""lat"":38.9962318,""lng"":-96.8664289},""viewport"":{""east"":-96.8656531,""north"":38.99734253029149,""south"":38.9946445697085,""west"":-96.86875630000003}}","{""Street1"":""2925 Industrial St"",""Street2"":null,""City"":""Junction City"",""State"":""KS"",""Zip"":""66441-8519"",""Country"":""USA"",""GooglePlaceID"":""ChIJvYLB2uJOvIcRxlVXy2RIkNo"",""CityStateString"":""Junction City, KS"",""Address_HTML"":""<span class=\""street-address\"">2925 Industrial St</span>, <span class=\""locality\"">Junction City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66441-8519</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2925 Industrial St, Junction City, KS 66441, USA"",""Address_Vicinity"":""Junction City"",""DistanceToHME"":""{\""DistanceMeters\"":110002,\""DistanceMiles\"":68.35224377695205,\""DistanceText\"":\""68.4 mi\"",\""DurationDays\"":0.12746527777777777,\""DurationMinutes\"":61.18333333333333,\""DurationSeconds\"":3671,\""DurationText\"":\""1 hour 1 min\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9962318,\""lng\"":-96.8664289},\""viewport\"":{\""east\"":-96.8656531,\""north\"":38.99734253029149,\""south\"":38.9946445697085,\""west\"":-96.86875630000003}}""}"
123683,23-045,Richardson Northside PS #2 BP#4,"725 Synergy Park Blvd, Richardson, TX 75080, USA","{""location"":{""lat"":32.99634759999999,""lng"":-96.74440440000001},""viewport"":{""east"":-96.74307406970848,""north"":32.9977086802915,""south"":32.9950107197085,""west"":-96.7457720302915}}","{""Street1"":""725 Synergy Park Blvd"",""Street2"":null,""City"":""Richardson"",""State"":""TX"",""Zip"":""75080"",""Country"":""USA"",""GooglePlaceID"":""ChIJO9yxzqgYTIYRBYpyCX_lJ2o"",""CityStateString"":""Richardson, TX"",""Address_HTML"":""<span class=\""street-address\"">725 Synergy Park Blvd</span>, <span class=\""locality\"">Richardson</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75080</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""725 Synergy Park Blvd, Richardson, TX 75080, USA"",""Address_Vicinity"":""Richardson"",""DistanceToHME"":""{\""DistanceMeters\"":802869,\""DistanceMiles\"":498.8809077012937,\""DistanceText\"":\""499 mi\"",\""DurationDays\"":0.8959375,\""DurationMinutes\"":430.05,\""DurationSeconds\"":25803,\""DurationText\"":\""7 hours 10 mins\"",\""TransitDurationText\"":\""7 hours, 13 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":32.99634759999999,\""lng\"":-96.74440440000001},\""viewport\"":{\""east\"":-96.74307406970848,\""north\"":32.9977086802915,\""south\"":32.9950107197085,\""west\"":-96.7457720302915}}""}"
123702,23-047,Lake Ralph Hall Pump Station,"848 Co Rd 3645, Ladonia, TX 75449, USA","{""location"":{""lat"":33.4435016,""lng"":-95.90482469999999},""viewport"":{""east"":-95.90401431970848,""north"":33.4448652802915,""south"":33.4421673197085,""west"":-95.9067122802915}}","{""Street1"":""848 Co Rd 3645"",""Street2"":null,""City"":""Ladonia"",""State"":""TX"",""Zip"":""75449-4425"",""Country"":""USA"",""GooglePlaceID"":""EiY4NDggQ28gUmQgMzY0NSwgTGFkb25pYSwgVFggNzU0NDksIFVTQSIxEi8KFAoSCdnCIUaEukuGEQRxKgYUhK7DENAGKhQKEgnZwiFGhLpLhhHGa-kVc4OndA"",""CityStateString"":""Ladonia, TX"",""Address_HTML"":""<span class=\""street-address\"">848 Co Rd 3645</span>, <span class=\""locality\"">Ladonia</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75449-4425</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""848 Co Rd 3645, Ladonia, TX 75449, USA"",""Address_Vicinity"":""Ladonia"",""DistanceToHME"":""{\""DistanceMeters\"":715500,\""DistanceMiles\"":444.59219307293677,\""DistanceText\"":\""445 mi\"",\""DurationDays\"":0.9151041666666667,\""DurationMinutes\"":439.25,\""DurationSeconds\"":26355,\""DurationText\"":\""7 hours 19 mins\"",\""TransitDurationText\"":\""7 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.4435016,\""lng\"":-95.90482469999999},\""viewport\"":{\""east\"":-95.90401431970848,\""north\"":33.4448652802915,\""south\"":33.4421673197085,\""west\"":-95.9067122802915}}""}"
123756,23-049,(923-178) Johnstown Central WWTF,"1441 E S 1st St, Johnstown, CO 80534, USA","{""location"":{""lat"":40.3353005,""lng"":-104.8804094},""viewport"":{""east"":-104.8790789197085,""north"":40.3360146802915,""south"":40.3333167197085,""west"":-104.8817768802915}}","{""Street1"":""1441 E S 1st St"",""Street2"":null,""City"":""Johnstown"",""State"":""CO"",""Zip"":""80534"",""Country"":""USA"",""GooglePlaceID"":""ChIJPec54EeobocR259FYRzT49w"",""CityStateString"":""Johnstown, CO"",""Address_HTML"":""<span class=\""street-address\"">1441 E S 1st St</span>, <span class=\""locality\"">Johnstown</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80534</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1441 E S 1st St, Johnstown, CO 80534, USA"",""Address_Vicinity"":""Johnstown"",""DistanceToHME"":""{\""DistanceMeters\"":929908,\""DistanceMiles\"":577.8194787925486,\""DistanceText\"":\""578 mi\"",\""DurationDays\"":1.0364236111111111,\""DurationMinutes\"":497.48333333333335,\""DurationSeconds\"":29849,\""DurationText\"":\""8 hours 17 mins\"",\""TransitDurationText\"":\""1 day, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.3353005,\""lng\"":-104.8804094},\""viewport\"":{\""east\"":-104.8790789197085,\""north\"":40.3360146802915,\""south\"":40.3333167197085,\""west\"":-104.8817768802915}}""}"
123765,23-050,BCBS Parking Garage,"2301 Main St, Kansas City, MO 64108, USA","{""location"":{""lat"":39.0854526,""lng"":-94.5834417},""viewport"":{""east"":-94.5823467197085,""north"":39.0869523302915,""south"":39.0842543697085,""west"":-94.5850446802915}}","{""Street1"":""2301 Main St"",""Street2"":null,""City"":""Kansas City"",""State"":""MO"",""Zip"":""64108-2429"",""Country"":""USA"",""GooglePlaceID"":""ChIJhfIHB0DwwIcRAzIpHltW2j4"",""CityStateString"":""Kansas City, MO"",""Address_HTML"":""<span class=\""street-address\"">2301 Main St</span>, <span class=\""locality\"">Kansas City</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">64108-2429</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2301 Main St, Kansas City, MO 64108, USA"",""Address_Vicinity"":""Kansas City"",""DistanceToHME"":""{\""DistanceMeters\"":110330,\""DistanceMiles\"":68.55605403457318,\""DistanceText\"":\""68.6 mi\"",\""DurationDays\"":0.13947916666666668,\""DurationMinutes\"":66.95,\""DurationSeconds\"":4017,\""DurationText\"":\""1 hour 7 mins\"",\""TransitDurationText\"":\""1 hour, 8 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0854526,\""lng\"":-94.5834417},\""viewport\"":{\""east\"":-94.5823467197085,\""north\"":39.0869523302915,\""south\"":39.0842543697085,\""west\"":-94.5850446802915}}""}"
123854,23-051,"OKC SUSTAINMENT CENTER OKLAHOMA CITY, OK","8200 S Air Depot Blvd, Oklahoma City, OK 73135, USA","{""location"":{""lat"":35.3841544,""lng"":-97.4047765},""viewport"":{""east"":-97.40397896970849,""north"":35.3855122302915,""south"":35.3828142697085,""west"":-97.4066769302915}}","{""Street1"":""8200 S Air Depot Blvd"",""Street2"":null,""City"":""Oklahoma City"",""State"":""OK"",""Zip"":""73135-6604"",""Country"":""USA"",""GooglePlaceID"":""EjM4MjAwIFMgQWlyIERlcG90IEJsdmQsIE9rbGFob21hIENpdHksIE9LIDczMTM1LCBVU0EiMRIvChQKEgnbUgOrsj-yhxHKPU-AEweEqBCIQCoUChIJUxTma3c-socRKNj1cnAHU2w"",""CityStateString"":""Oklahoma City, OK"",""Address_HTML"":""<span class=\""street-address\"">8200 S Air Depot Blvd</span>, <span class=\""locality\"">Oklahoma City</span>, <span class=\""region\"">OK</span> <span class=\""postal-code\"">73135-6604</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""8200 S Air Depot Blvd, Oklahoma City, OK 73135, USA"",""Address_Vicinity"":""Oklahoma City"",""DistanceToHME"":""{\""DistanceMeters\"":500606,\""DistanceMiles\"":311.0629202033132,\""DistanceText\"":\""311 mi\"",\""DurationDays\"":0.5586805555555556,\""DurationMinutes\"":268.1666666666667,\""DurationSeconds\"":16090,\""DurationText\"":\""4 hours 28 mins\"",\""TransitDurationText\"":\""4 hours, 29 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.3841544,\""lng\"":-97.4047765},\""viewport\"":{\""east\"":-97.40397896970849,\""north\"":35.3855122302915,\""south\"":35.3828142697085,\""west\"":-97.4066769302915}}""}"
123884,23-054,Dodge City PH 3 System Expansion,"11079 Warrior Rd, Fort Dodge, KS 67801, USA","{""location"":{""lat"":37.5894121,""lng"":-100.0200365},""viewport"":{""east"":-100.0186685197085,""north"":37.5912100802915,""south"":37.5885121197085,""west"":-100.0213664802915}}","{""Street1"":""11079 Warrior Rd"",""Street2"":null,""City"":""Fort Dodge"",""State"":""KS"",""Zip"":""67801"",""Country"":""USA"",""GooglePlaceID"":""ChIJe-MjDxwHp4cRPGctURBVHsY"",""CityStateString"":""Fort Dodge, KS"",""Address_HTML"":""<span class=\""street-address\"">11079 Warrior Rd</span>, <span class=\""locality\"">Fort Dodge</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67801</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""11079 Warrior Rd, Fort Dodge, KS 67801, USA"",""Address_Vicinity"":""Fort Dodge"",""DistanceToHME"":""{\""DistanceMeters\"":456749,\""DistanceMiles\"":283.8113760920626,\""DistanceText\"":\""284 mi\"",\""DurationDays\"":0.5578125,\""DurationMinutes\"":267.75,\""DurationSeconds\"":16065,\""DurationText\"":\""4 hours 28 mins\"",\""TransitDurationText\"":\""4 hours, 29 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.5894121,\""lng\"":-100.0200365},\""viewport\"":{\""east\"":-100.0186685197085,\""north\"":37.5912100802915,\""south\"":37.5885121197085,\""west\"":-100.0213664802915}}""}"
